Day_of_the_year,Latitude,Longitude,Month,Year,Max_Temperature,Avg_Temperature,Min_Temperature,GDD,Peak_Bloom_Day,Days to go for Peak Bloom
53,47.4814,7.730519,2,2008,57,46.3,37,14.3,89,37
54,47.4814,7.730519,2,2008,63,50.8,39,18.8,89,36
55,47.4814,7.730519,2,2008,66,48.3,36,16.3,89,35
56,47.4814,7.730519,2,2008,59,44.5,34,12.5,89,34
57,47.4814,7.730519,2,2008,63,47.7,36,15.7,89,33
58,47.4814,7.730519,2,2008,52,47.3,37,15.3,89,32
59,47.4814,7.730519,2,2008,54,43.5,28,11.5,89,31
60,47.4814,7.730519,2,2008,59,52.8,46,20.8,89,30
1,47.4814,7.730519,1,2009,39,34.9,28,2.9,100,100
2,47.4814,7.730519,1,2009,34,27.1,0,0,100,99
3,47.4814,7.730519,1,2009,28,24.4,21,0,100,98
4,47.4814,7.730519,1,2009,32,24.1,19,0,100,97
5,47.4814,7.730519,1,2009,28,24.4,21,0,100,96
6,47.4814,7.730519,1,2009,27,24.6,23,0,100,95
7,47.4814,7.730519,1,2009,25,21.9,16,0,100,94
8,47.4814,7.730519,1,2009,27,19.9,12,0,100,93
9,47.4814,7.730519,1,2009,28,19.2,14,0,100,92
10,47.4814,7.730519,1,2009,32,21.3,14,0,100,91
11,47.4814,7.730519,1,2009,36,22,12,0,100,90
12,47.4814,7.730519,1,2009,34,21.2,0,0,100,89
13,47.4814,7.730519,1,2009,39,28.2,21,0,100,88
14,47.4814,7.730519,1,2009,34,13.6,0,0,100,87
15,47.4814,7.730519,1,2009,36,10,0,0,100,86
16,47.4814,7.730519,1,2009,41,32,23,0,100,85
17,47.4814,7.730519,1,2009,39,32.8,27,0.8,100,84
18,47.4814,7.730519,1,2009,46,37.2,30,5.2,100,83
19,47.4814,7.730519,1,2009,55,43.9,36,11.9,100,82
20,47.4814,7.730519,1,2009,45,39.5,34,7.5,100,81
21,47.4814,7.730519,1,2009,43,27.2,0,0,100,80
22,47.4814,7.730519,1,2009,41,29.7,0,0,100,79
23,47.4814,7.730519,1,2009,52,43.8,37,11.8,100,78
24,47.4814,7.730519,1,2009,41,36.4,32,4.4,100,77
25,47.4814,7.730519,1,2009,45,35.2,28,3.2,100,76
26,47.4814,7.730519,1,2009,41,32.2,27,0.2,100,75
27,47.4814,7.730519,1,2009,36,31,27,0,100,74
28,47.4814,7.730519,1,2009,34,29.9,27,0,100,73
29,47.4814,7.730519,1,2009,36,31.2,25,0,100,72
30,47.4814,7.730519,1,2009,34,29.1,27,0,100,71
31,47.4814,7.730519,1,2009,34,30.8,28,0,100,70
32,47.4814,7.730519,2,2009,34,18.3,0,0,100,69
33,47.4814,7.730519,2,2009,32,27.7,23,0,100,68
34,47.4814,7.730519,2,2009,45,30.2,19,0,100,67
35,47.4814,7.730519,2,2009,41,34.2,30,2.2,100,66
36,47.4814,7.730519,2,2009,45,35.9,28,3.9,100,65
37,47.4814,7.730519,2,2009,46,39.3,34,7.3,100,64
38,47.4814,7.730519,2,2009,41,37.7,34,5.7,100,63
39,47.4814,7.730519,2,2009,37,34.6,32,2.6,100,62
40,47.4814,7.730519,2,2009,41,34.6,25,2.6,100,61
41,47.4814,7.730519,2,2009,54,43.6,36,11.6,100,60
42,47.4814,7.730519,2,2009,41,36.9,34,4.9,100,59
43,47.4814,7.730519,2,2009,37,33,28,1,100,58
44,47.4814,7.730519,2,2009,39,32,28,0,100,57
45,47.4814,7.730519,2,2009,36,30,25,0,100,56
46,47.4814,7.730519,2,2009,36,28.4,21,0,100,55
47,47.4814,7.730519,2,2009,34,31.1,28,0,100,54
48,47.4814,7.730519,2,2009,37,29.3,0,0,100,53
49,47.4814,7.730519,2,2009,36,30,25,0,100,52
50,47.4814,7.730519,2,2009,37,26.6,18,0,100,51
51,47.4814,7.730519,2,2009,39,32.8,25,0.8,100,50
52,47.4814,7.730519,2,2009,43,37,32,5,100,49
53,47.4814,7.730519,2,2009,41,36.6,32,4.6,100,48
54,47.4814,7.730519,2,2009,45,40.3,37,8.3,100,47
55,47.4814,7.730519,2,2009,43,39.2,37,7.2,100,46
56,47.4814,7.730519,2,2009,48,37.1,28,5.1,100,45
57,47.4814,7.730519,2,2009,46,39.8,30,7.8,100,44
58,47.4814,7.730519,2,2009,52,43.8,34,11.8,100,43
59,47.4814,7.730519,2,2009,61,41.5,30,9.5,100,42
5,47.4814,7.730519,1,2010,28,24.7,18,0,98,94
6,47.4814,7.730519,1,2010,30,27,25,0,98,93
7,47.4814,7.730519,1,2010,32,27.5,18,0,98,92
8,47.4814,7.730519,1,2010,28,27.1,25,0,98,91
9,47.4814,7.730519,1,2010,25,24.1,23,0,98,90
12,47.4814,7.730519,1,2010,32,28.6,25,0,98,87
13,47.4814,7.730519,1,2010,36,32.2,27,0.2,98,86
14,47.4814,7.730519,1,2010,36,24.2,0,0,98,85
19,47.4814,7.730519,1,2010,30,23.8,0,0,98,80
21,47.4814,7.730519,1,2010,43,36.8,32,4.8,98,78
23,47.4814,7.730519,1,2010,41,34.7,28,2.7,98,76
24,47.4814,7.730519,1,2010,39,33.1,27,1.1,98,75
27,47.4814,7.730519,1,2010,27,23.9,21,0,98,72
29,47.4814,7.730519,1,2010,39,35.4,32,3.4,98,70
30,47.4814,7.730519,1,2010,36,31.4,27,0,98,69
34,47.4814,7.730519,2,2010,45,41,37,9,98,65
36,47.4814,7.730519,2,2010,41,38.6,34,6.6,98,63
37,47.4814,7.730519,2,2010,48,38.1,32,6.1,98,62
39,47.4814,7.730519,2,2010,36,31.4,28,0,98,60
41,47.4814,7.730519,2,2010,28,23.1,18,0,98,58
43,47.4814,7.730519,2,2010,30,26.2,23,0,98,56
45,47.4814,7.730519,2,2010,28,26.4,25,0,98,54
47,47.4814,7.730519,2,2010,37,23.7,10,0,98,52
48,47.4814,7.730519,2,2010,36,33,27,1,98,51
49,47.4814,7.730519,2,2010,46,38.6,34,6.6,98,50
54,47.4814,7.730519,2,2010,55,46.7,39,14.7,98,45
56,47.4814,7.730519,2,2010,59,49.1,43,17.1,98,43
57,47.4814,7.730519,2,2010,52,46.4,43,14.4,98,42
58,47.4814,7.730519,2,2010,55,46.4,37,14.4,98,41
1,47.4814,7.730519,1,2011,0,0,0,0,90,90
5,47.4814,7.730519,1,2011,39,29.9,21,0,90,86
6,47.4814,7.730519,1,2011,50,39.5,32,7.5,90,85
8,47.4814,7.730519,1,2011,59,50.4,45,18.4,90,83
17,47.4814,7.730519,1,2011,52,39.2,32,7.2,90,74
20,47.4814,7.730519,1,2011,36,15,0,0,90,71
25,47.4814,7.730519,1,2011,39,34.3,30,2.3,90,66
29,47.4814,7.730519,1,2011,34,30.9,28,0,90,62
31,47.4814,7.730519,1,2011,28,27.7,27,0,90,60
37,47.4814,7.730519,2,2011,57,42.5,32,10.5,90,54
41,47.4814,7.730519,2,2011,54,40.3,30,8.3,90,50
42,47.4814,7.730519,2,2011,59,45.8,36,13.8,90,49
45,47.4814,7.730519,2,2011,57,44.8,36,12.8,90,46
47,47.4814,7.730519,2,2011,46,37.5,0,5.5,90,44
48,47.4814,7.730519,2,2011,43,39.7,37,7.7,90,43
49,47.4814,7.730519,2,2011,41,39,37,7,90,42
50,47.4814,7.730519,2,2011,48,40.3,36,8.3,90,41
51,47.4814,7.730519,2,2011,39,36.9,36,4.9,90,40
53,47.4814,7.730519,2,2011,30,11.3,0,0,90,38
58,47.4814,7.730519,2,2011,45,41.9,37,9.9,90,33
1,47.4814,7.730519,1,2012,57,53.3,48,21.3,93,93
5,47.4814,7.730519,1,2012,48,44,39,12,93,89
8,47.4814,7.730519,1,2012,45,41.7,39,9.7,93,86
10,47.4814,7.730519,1,2012,46,41.3,30,9.3,93,84
11,47.4814,7.730519,1,2012,41,30.5,0,0,93,83
12,47.4814,7.730519,1,2012,37,34.5,30,2.5,93,82
13,47.4814,7.730519,1,2012,43,36.8,30,4.8,93,81
14,47.4814,7.730519,1,2012,37,30.3,25,0,93,80
16,47.4814,7.730519,1,2012,34,26.6,21,0,93,78
17,47.4814,7.730519,1,2012,39,27.1,19,0,93,77
18,47.4814,7.730519,1,2012,43,30.4,19,0,93,76
20,47.4814,7.730519,1,2012,50,43,39,11,93,74
31,47.4814,7.730519,1,2012,30,23.4,0,0,93,63
35,47.4814,7.730519,2,2012,23,8,-4,0,93,59
38,47.4814,7.730519,2,2012,16,9.3,0,0,93,56
39,47.4814,7.730519,2,2012,25,16.8,9,0,93,55
41,47.4814,7.730519,2,2012,25,17.1,9,0,93,53
42,47.4814,7.730519,2,2012,21,15,9,0,93,52
43,47.4814,7.730519,2,2012,25,12.2,3,0,93,51
47,47.4814,7.730519,2,2012,45,36.6,32,4.6,93,47
53,47.4814,7.730519,2,2012,50,33.3,23,1.3,93,41
54,47.4814,7.730519,2,2012,46,38.1,32,6.1,93,40
55,47.4814,7.730519,2,2012,54,44.7,39,12.7,93,39
56,47.4814,7.730519,2,2012,50,45.5,43,13.5,93,38
57,47.4814,7.730519,2,2012,48,43,32,11,93,37
58,47.4814,7.730519,2,2012,50,37.5,28,5.5,93,36
59,47.4814,7.730519,2,2012,55,39.9,28,7.9,93,35
1,47.4814,7.730519,1,2013,46,39.2,30,7.2,107,107
4,47.4814,7.730519,1,2013,48,44.1,39,12.1,107,104
7,47.4814,7.730519,1,2013,41,34.9,0,2.9,107,101
9,47.4814,7.730519,1,2013,36,33.9,32,1.9,107,99
13,47.4814,7.730519,1,2013,34,8.1,0,0,107,95
14,47.4814,7.730519,1,2013,32,30.4,30,0,107,94
16,47.4814,7.730519,1,2013,34,27.6,21,0,107,92
17,47.4814,7.730519,1,2013,27,25.7,23,0,107,91
19,47.4814,7.730519,1,2013,32,28,25,0,107,89
20,47.4814,7.730519,1,2013,34,30.2,28,0,107,88
21,47.4814,7.730519,1,2013,39,32.9,30,0.9,107,87
23,47.4814,7.730519,1,2013,32,27.6,21,0,107,85
24,47.4814,7.730519,1,2013,30,29.3,27,0,107,84
27,47.4814,7.730519,1,2013,37,33.3,28,1.3,107,81
29,47.4814,7.730519,1,2013,50,45.5,36,13.5,107,79
31,47.4814,7.730519,1,2013,54,48.6,43,16.6,107,77
40,47.4814,7.730519,2,2013,34,28.6,23,0,107,68
43,47.4814,7.730519,2,2013,28,27.6,27,0,107,65
45,47.4814,7.730519,2,2013,32,21.3,5,0,107,63
48,47.4814,7.730519,2,2013,37,21.2,0,0,107,60
49,47.4814,7.730519,2,2013,45,30.1,0,0,107,59
50,47.4814,7.730519,2,2013,48,35.8,27,3.8,107,58
53,47.4814,7.730519,2,2013,28,26.5,25,0,107,55
54,47.4814,7.730519,2,2013,30,26.4,21,0,107,54
55,47.4814,7.730519,2,2013,32,26.6,23,0,107,53
57,47.4814,7.730519,2,2013,36,29.2,21,0,107,51
58,47.4814,7.730519,2,2013,37,21.7,0,0,107,50
59,47.4814,7.730519,2,2013,43,35.5,28,3.5,107,49
3,47.4814,7.730519,1,2014,50,42.9,37,10.9,84,82
4,47.4814,7.730519,1,2014,46,43.4,39,11.4,84,81
5,47.4814,7.730519,1,2014,48,41.4,34,9.4,84,80
7,47.4814,7.730519,1,2014,59,48.3,41,16.3,84,78
8,47.4814,7.730519,1,2014,57,47.3,41,15.3,84,77
13,47.4814,7.730519,1,2014,46,39.8,34,7.8,84,72
14,47.4814,7.730519,1,2014,45,40.4,37,8.4,84,71
15,47.4814,7.730519,1,2014,43,37.8,30,5.8,84,70
19,47.4814,7.730519,1,2014,39,35.4,32,3.4,84,66
22,47.4814,7.730519,1,2014,45,36.9,30,4.9,84,63
28,47.4814,7.730519,1,2014,46,36.6,28,4.6,84,57
38,47.4814,7.730519,2,2014,48,44.6,39,12.6,84,47
40,47.4814,7.730519,2,2014,48,42.1,32,10.1,84,45
41,47.4814,7.730519,2,2014,46,38.9,34,6.9,84,44
42,47.4814,7.730519,2,2014,48,41.1,32,9.1,84,43
45,47.4814,7.730519,2,2014,46,41.9,36,9.9,84,40
46,47.4814,7.730519,2,2014,48,44.3,41,12.3,84,39
47,47.4814,7.730519,2,2014,48,42.6,36,10.6,84,38
49,47.4814,7.730519,2,2014,54,42.1,34,10.1,84,36
50,47.4814,7.730519,2,2014,54,45.1,39,13.1,84,35
51,47.4814,7.730519,2,2014,57,46.5,39,14.5,84,34
52,47.4814,7.730519,2,2014,50,43.8,34,11.8,84,33
53,47.4814,7.730519,2,2014,50,41,34,9,84,32
54,47.4814,7.730519,2,2014,54,44,37,12,84,31
55,47.4814,7.730519,2,2014,61,43.2,32,11.2,84,30
57,47.4814,7.730519,2,2014,46,43.7,41,11.7,84,28
58,47.4814,7.730519,2,2014,52,43.4,37,11.4,84,27
59,47.4814,7.730519,2,2014,54,44.1,37,12.1,84,26
1,47.4814,7.730519,1,2015,32,26.6,21,0,101,101
2,47.4814,7.730519,1,2015,37,30.4,23,0,101,100
5,47.4814,7.730519,1,2015,45,31.2,25,0,101,97
9,47.4814,7.730519,1,2015,55,48.2,41,16.2,101,93
16,47.4814,7.730519,1,2015,45,40.8,39,8.8,101,86
18,47.4814,7.730519,1,2015,39,32,27,0,101,84
19,47.4814,7.730519,1,2015,37,35.1,32,3.1,101,83
24,47.4814,7.730519,1,2015,37,33.9,32,1.9,101,78
25,47.4814,7.730519,1,2015,37,34.8,32,2.8,101,77
27,47.4814,7.730519,1,2015,39,36,34,4,101,75
29,47.4814,7.730519,1,2015,45,39.1,34,7.1,101,73
32,47.4814,7.730519,2,2015,36,35,32,3,101,70
33,47.4814,7.730519,2,2015,39,35.4,32,3.4,101,69
37,47.4814,7.730519,2,2015,36,31.8,28,0,101,65
38,47.4814,7.730519,2,2015,34,27,21,0,101,64
40,47.4814,7.730519,2,2015,45,30.9,23,0,101,62
41,47.4814,7.730519,2,2015,45,31.9,23,0,101,61
44,47.4814,7.730519,2,2015,48,35.1,23,3.1,101,58
45,47.4814,7.730519,2,2015,54,41.3,36,9.3,101,57
50,47.4814,7.730519,2,2015,45,34.5,28,2.5,101,52
52,47.4814,7.730519,2,2015,46,39.3,32,7.3,101,50
53,47.4814,7.730519,2,2015,41,37.2,32,5.2,101,49
54,47.4814,7.730519,2,2015,43,36.9,30,4.9,101,48
55,47.4814,7.730519,2,2015,45,40.6,36,8.6,101,47
57,47.4814,7.730519,2,2015,52,40.3,28,8.3,101,45
58,47.4814,7.730519,2,2015,43,39.7,37,7.7,101,44
59,47.4814,7.730519,2,2015,45,38.2,34,6.2,101,43
1,47.4814,7.730519,1,2016,45,40.2,32,8.2,97,97
3,47.4814,7.730519,1,2016,46,43,39,11,97,95
5,47.4814,7.730519,1,2016,48,42,37,10,97,93
6,47.4814,7.730519,1,2016,46,41.6,39,9.6,97,92
8,47.4814,7.730519,1,2016,45,42.1,39,10.1,97,90
9,47.4814,7.730519,1,2016,46,42.4,39,10.4,97,89
10,47.4814,7.730519,1,2016,48,43.5,41,11.5,97,88
11,47.4814,7.730519,1,2016,50,43.8,41,11.8,97,87
13,47.4814,7.730519,1,2016,41,39.2,34,7.2,97,85
16,47.4814,7.730519,1,2016,37,34.3,32,2.3,97,82
17,47.4814,7.730519,1,2016,37,31.3,23,0,97,81
19,47.4814,7.730519,1,2016,32,29.5,28,0,97,79
20,47.4814,7.730519,1,2016,30,27.9,27,0,97,78
22,47.4814,7.730519,1,2016,43,31.1,21,0,97,76
23,47.4814,7.730519,1,2016,48,39.5,32,7.5,97,75
24,47.4814,7.730519,1,2016,43,36.4,27,4.4,97,74
28,47.4814,7.730519,1,2016,52,44.5,39,12.5,97,70
29,47.4814,7.730519,1,2016,48,42.6,34,10.6,97,69
31,47.4814,7.730519,1,2016,57,46.7,41,14.7,97,67
42,47.4814,7.730519,2,2016,46,38.3,32,6.3,97,56
46,47.4814,7.730519,2,2016,39,36.9,36,4.9,97,52
48,47.4814,7.730519,2,2016,36,34,32,2,97,50
49,47.4814,7.730519,2,2016,46,39.8,34,7.8,97,49
53,47.4814,7.730519,2,2016,57,47.7,36,15.7,97,45
54,47.4814,7.730519,2,2016,52,44.5,36,12.5,97,44
55,47.4814,7.730519,2,2016,45,36.3,30,4.3,97,43
56,47.4814,7.730519,2,2016,37,33.8,32,1.8,97,42
57,47.4814,7.730519,2,2016,41,34.2,28,2.2,97,41
58,47.4814,7.730519,2,2016,45,34.9,27,2.9,97,40
59,47.4814,7.730519,2,2016,39,35,30,3,97,39
60,47.4814,7.730519,2,2016,37,36.2,36,4.2,97,38
1,47.4814,7.730519,1,2017,39,28.6,19,0,85,85
3,47.4814,7.730519,1,2017,32,29.1,28,0,85,83
10,47.4814,7.730519,1,2017,34,31.9,30,0,85,76
11,47.4814,7.730519,1,2017,41,35.6,30,3.6,85,75
12,47.4814,7.730519,1,2017,50,41.9,39,9.9,85,74
14,47.4814,7.730519,1,2017,36,34.6,30,2.6,85,72
15,47.4814,7.730519,1,2017,36,31.1,28,0,85,71
17,47.4814,7.730519,1,2017,30,26.1,23,0,85,69
18,47.4814,7.730519,1,2017,32,23.9,18,0,85,68
19,47.4814,7.730519,1,2017,27,23,19,0,85,67
23,47.4814,7.730519,1,2017,21,20.5,19,0,85,63
25,47.4814,7.730519,1,2017,23,22.4,21,0,85,61
29,47.4814,7.730519,1,2017,48,34.9,28,2.9,85,57
31,47.4814,7.730519,1,2017,43,40.7,37,8.7,85,55
34,47.4814,7.730519,2,2017,54,47,41,15,85,52
38,47.4814,7.730519,2,2017,43,38.7,34,6.7,85,48
41,47.4814,7.730519,2,2017,37,33,30,1,85,45
42,47.4814,7.730519,2,2017,46,40.2,37,8.2,85,44
43,47.4814,7.730519,2,2017,46,38.5,34,6.5,85,43
44,47.4814,7.730519,2,2017,39,35.3,32,3.3,85,42
46,47.4814,7.730519,2,2017,63,41.5,28,9.5,85,40
47,47.4814,7.730519,2,2017,61,46.5,36,14.5,85,39
49,47.4814,7.730519,2,2017,48,38.6,32,6.6,85,37
53,47.4814,7.730519,2,2017,52,50.4,48,18.4,85,33
54,47.4814,7.730519,2,2017,68,51.8,39,19.8,85,32
55,47.4814,7.730519,2,2017,48,42.2,36,10.2,85,31
57,47.4814,7.730519,2,2017,54,41.5,34,9.5,85,29
58,47.4814,7.730519,2,2017,61,47.5,34,15.5,85,28
59,47.4814,7.730519,2,2017,48,41.5,36,9.5,85,27
1,47.4814,7.730519,1,2018,54,46.4,43,14.4,98,98
3,47.4814,7.730519,1,2018,59,48.2,41,16.2,98,96
8,47.4814,7.730519,1,2018,43,39.1,37,7.1,98,91
9,47.4814,7.730519,1,2018,45,40.3,36,8.3,98,90
14,47.4814,7.730519,1,2018,41,32.9,27,0.9,98,85
20,47.4814,7.730519,1,2018,48,42.3,36,10.3,98,79
23,47.4814,7.730519,1,2018,48,44.6,37,12.6,98,76
31,47.4814,7.730519,1,2018,48,43.8,36,11.8,98,68
36,47.4814,7.730519,2,2018,36,32.4,30,0.4,98,63
38,47.4814,7.730519,2,2018,34,32,28,0,98,61
39,47.4814,7.730519,2,2018,36,33.4,32,1.4,98,60
40,47.4814,7.730519,2,2018,41,35.6,32,3.6,98,59
44,47.4814,7.730519,2,2018,37,30.3,25,0,98,55
51,47.4814,7.730519,2,2018,36,34,32,2,98,48
52,47.4814,7.730519,2,2018,39,33.8,30,1.8,98,47
53,47.4814,7.730519,2,2018,34,30.6,27,0,98,46
54,47.4814,7.730519,2,2018,34,32.1,32,0.1,98,45
55,47.4814,7.730519,2,2018,39,33,28,1,98,44
56,47.4814,7.730519,2,2018,36,29.1,23,0,98,43
57,47.4814,7.730519,2,2018,27,21.6,16,0,98,42
58,47.4814,7.730519,2,2018,25,19,14,0,98,41
59,47.4814,7.730519,2,2018,32,20.2,9,0,98,40
1,47.4814,7.730519,1,2019,43,41.6,39,9.6,86,86
2,47.4814,7.730519,1,2019,41,38,32,6,86,85
4,47.4814,7.730519,1,2019,39,31.8,25,0,86,83
5,47.4814,7.730519,1,2019,39,35.8,34,3.8,86,82
6,47.4814,7.730519,1,2019,41,38.9,37,6.9,86,81
7,47.4814,7.730519,1,2019,39,37.5,36,5.5,86,80
9,47.4814,7.730519,1,2019,39,35.2,32,3.2,86,78
19,47.4814,7.730519,1,2019,37,28.8,21,0,86,68
20,47.4814,7.730519,1,2019,34,28.9,23,0,86,67
21,47.4814,7.730519,1,2019,32,29.9,28,0,86,66
22,47.4814,7.730519,1,2019,36,30.5,27,0,86,65
24,47.4814,7.730519,1,2019,30,28.5,28,0,86,63
26,47.4814,7.730519,1,2019,43,35.4,32,3.4,86,61
29,47.4814,7.730519,1,2019,41,36.2,32,4.2,86,58
36,47.4814,7.730519,2,2019,41,31.9,25,0,86,51
39,47.4814,7.730519,2,2019,48,39.9,34,7.9,86,48
40,47.4814,7.730519,2,2019,55,45.9,34,13.9,86,47
45,47.4814,7.730519,2,2019,55,38.8,28,6.8,86,42
47,47.4814,7.730519,2,2019,64,44.7,32,12.7,86,40
49,47.4814,7.730519,2,2019,63,44.5,34,12.5,86,38
51,47.4814,7.730519,2,2019,57,41.8,30,9.8,86,36
52,47.4814,7.730519,2,2019,64,46.9,36,14.9,86,35
53,47.4814,7.730519,2,2019,55,45.9,36,13.9,86,34
54,47.4814,7.730519,2,2019,54,41,30,9,86,33
55,47.4814,7.730519,2,2019,55,38.5,27,6.5,86,32
56,47.4814,7.730519,2,2019,59,40.2,27,8.2,86,31
57,47.4814,7.730519,2,2019,63,42.3,28,10.3,86,30
58,47.4814,7.730519,2,2019,68,46.8,30,14.8,86,29
59,47.4814,7.730519,2,2019,66,50.1,36,18.1,86,28
1,47.4814,7.730519,1,2020,39,29.1,21,0,77,77
2,47.4814,7.730519,1,2020,41,32.6,27,0.6,77,76
3,47.4814,7.730519,1,2020,48,40.9,34,8.9,77,75
4,47.4814,7.730519,1,2020,48,43.1,37,11.1,77,74
6,47.4814,7.730519,1,2020,46,33.4,25,1.4,77,72
7,47.4814,7.730519,1,2020,45,37.3,28,5.3,77,71
8,47.4814,7.730519,1,2020,48,38.1,28,6.1,77,70
10,47.4814,7.730519,1,2020,52,46.3,43,14.3,77,68
11,47.4814,7.730519,1,2020,48,40,30,8,77,67
12,47.4814,7.730519,1,2020,45,35.2,27,3.2,77,66
13,47.4814,7.730519,1,2020,48,39.2,34,7.2,77,65
14,47.4814,7.730519,1,2020,52,40,32,8,77,64
15,47.4814,7.730519,1,2020,55,41.3,32,9.3,77,63
16,47.4814,7.730519,1,2020,57,45.2,37,13.2,77,62
17,47.4814,7.730519,1,2020,46,40.5,32,8.5,77,61
18,47.4814,7.730519,1,2020,46,41.5,34,9.5,77,60
21,47.4814,7.730519,1,2020,39,29.9,23,0,77,57
23,47.4814,7.730519,1,2020,34,28.7,25,0,77,55
24,47.4814,7.730519,1,2020,45,33.9,25,1.9,77,54
25,47.4814,7.730519,1,2020,48,36.9,30,4.9,77,53
26,47.4814,7.730519,1,2020,46,37.5,30,5.5,77,52
28,47.4814,7.730519,1,2020,50,44.1,37,12.1,77,50
30,47.4814,7.730519,1,2020,52,42.7,34,10.7,77,48
32,47.4814,7.730519,2,2020,59,52.1,43,20.1,77,46
33,47.4814,7.730519,2,2020,61,55,48,23,77,45
34,47.4814,7.730519,2,2020,61,56.4,50,24.4,77,44
35,47.4814,7.730519,2,2020,63,43.6,37,11.6,77,43
36,47.4814,7.730519,2,2020,46,39.1,28,7.1,77,42
37,47.4814,7.730519,2,2020,46,33.7,27,1.7,77,41
38,47.4814,7.730519,2,2020,50,33.9,25,1.9,77,40
39,47.4814,7.730519,2,2020,55,39.2,32,7.2,77,39
40,47.4814,7.730519,2,2020,61,47.5,34,15.5,77,38
41,47.4814,7.730519,2,2020,61,54.8,48,22.8,77,37
42,47.4814,7.730519,2,2020,52,43.6,39,11.6,77,36
43,47.4814,7.730519,2,2020,48,41.9,36,9.9,77,35
44,47.4814,7.730519,2,2020,54,43.4,34,11.4,77,34
45,47.4814,7.730519,2,2020,50,44.7,36,12.7,77,33
46,47.4814,7.730519,2,2020,55,43.6,34,11.6,77,32
47,47.4814,7.730519,2,2020,64,49.3,41,17.3,77,31
48,47.4814,7.730519,2,2020,61,50.6,43,18.6,77,30
49,47.4814,7.730519,2,2020,52,43.7,39,11.7,77,29
50,47.4814,7.730519,2,2020,48,44.1,41,12.1,77,28
51,47.4814,7.730519,2,2020,57,47,39,15,77,27
52,47.4814,7.730519,2,2020,50,43.1,34,11.1,77,26
53,47.4814,7.730519,2,2020,59,44.5,30,12.5,77,25
54,47.4814,7.730519,2,2020,63,55.1,46,23.1,77,24
55,47.4814,7.730519,2,2020,63,54.5,43,22.5,77,23
56,47.4814,7.730519,2,2020,52,47.9,41,15.9,77,22
57,47.4814,7.730519,2,2020,46,38.4,34,6.4,77,21
58,47.4814,7.730519,2,2020,50,39.6,34,7.6,77,20
59,47.4814,7.730519,2,2020,52,43.2,34,11.2,77,19
60,47.4814,7.730519,2,2020,64,49.5,41,17.5,77,18
1,47.4814,7.730519,1,2021,37,36.4,34,4.4,87,87
2,47.4814,7.730519,1,2021,36,35.1,34,3.1,87,86
3,47.4814,7.730519,1,2021,34,33,32,1,87,85
4,47.4814,7.730519,1,2021,36,33.8,30,1.8,87,84
5,47.4814,7.730519,1,2021,34,33.3,32,1.3,87,83
6,47.4814,7.730519,1,2021,34,32.8,32,0.8,87,82
7,47.4814,7.730519,1,2021,37,35.3,34,3.3,87,81
8,47.4814,7.730519,1,2021,39,33.8,27,1.8,87,80
9,47.4814,7.730519,1,2021,36,28,21,0,87,79
10,47.4814,7.730519,1,2021,36,27.1,19,0,87,78
11,47.4814,7.730519,1,2021,34,25.1,18,0,87,77
12,47.4814,7.730519,1,2021,39,33.8,23,1.8,87,76
13,47.4814,7.730519,1,2021,46,39.3,34,7.3,87,75
14,47.4814,7.730519,1,2021,46,36.1,32,4.1,87,74
15,47.4814,7.730519,1,2021,32,30.1,21,0,87,73
16,47.4814,7.730519,1,2021,28,27,25,0,87,72
17,47.4814,7.730519,1,2021,36,33.5,27,1.5,87,71
18,47.4814,7.730519,1,2021,37,34.9,28,2.9,87,70
19,47.4814,7.730519,1,2021,41,32.3,25,0.3,87,69
20,47.4814,7.730519,1,2021,46,36.1,30,4.1,87,68
21,47.4814,7.730519,1,2021,55,48.9,36,16.9,87,67
22,47.4814,7.730519,1,2021,55,48.3,36,16.3,87,66
23,47.4814,7.730519,1,2021,43,38.1,34,6.1,87,65
24,47.4814,7.730519,1,2021,39,35.7,34,3.7,87,64
25,47.4814,7.730519,1,2021,39,35.2,32,3.2,87,63
26,47.4814,7.730519,1,2021,39,35.3,32,3.3,87,62
27,47.4814,7.730519,1,2021,34,32.3,28,0.3,87,61
28,47.4814,7.730519,1,2021,57,45.5,34,13.5,87,60
29,47.4814,7.730519,1,2021,54,49.9,45,17.9,87,59
30,47.4814,7.730519,1,2021,48,45.8,43,13.8,87,58
31,47.4814,7.730519,1,2021,45,40.4,37,8.4,87,57
32,47.4814,7.730519,2,2021,52,46.6,43,14.6,87,56
33,47.4814,7.730519,2,2021,57,50.5,45,18.5,87,55
34,47.4814,7.730519,2,2021,55,51.7,48,19.7,87,54
35,47.4814,7.730519,2,2021,52,45,36,13,87,53
36,47.4814,7.730519,2,2021,59,47.8,41,15.8,87,52
37,47.4814,7.730519,2,2021,46,44.9,41,12.9,87,51
38,47.4814,7.730519,2,2021,46,42.4,39,10.4,87,50
39,47.4814,7.730519,2,2021,39,34.8,32,2.8,87,49
40,47.4814,7.730519,2,2021,36,32.5,28,0.5,87,48
41,47.4814,7.730519,2,2021,28,22.8,19,0,87,47
42,47.4814,7.730519,2,2021,25,19,9,0,87,46
43,47.4814,7.730519,2,2021,27,15.8,3,0,87,45
44,47.4814,7.730519,2,2021,30,17.6,5,0,87,44
45,47.4814,7.730519,2,2021,32,20.1,3,0,87,43
